Run_ID,Block,Replica,Model,Quant,Conc,Context,Hardware,p95_ms,Throughput,ROUGE_L,F1_Extracao,Wh_100_prompts
20,B1,2,Llama-3.2-1B,int4,1,8k,N/A,106.98430617934562,70.58430617934562,0.8010984903770199,0.5521410767863084,31.984306179345616
21,B1,2,Phi-3-mini,int8,1,8k,N/A,109.69233289997705,53.292332899977055,0.43727532183988543,0.888396541644017,34.69233289997705
22,B1,2,Llama-3.2-1B,int8,1,8k,N/A,106.85684140594985,50.45684140594985,0.8934434683002587,0.780484157072401,31.85684140594985
23,B1,2,Llama-3.2-1B,int4,10,4k,N/A,123.4217585880588,65.4217585880588,0.7861223846483287,0.6489041111836922,39.4217585880588
24,B1,2,Llama-3.2-3B,int8,1,4k,N/A,104.49448152205356,48.094481522053556,0.4993578407670862,0.5286012576287107,29.494481522053555
25,B1,3,Llama-3.2-3B,int4,1,4k,N/A,102.46832512996986,64.06832512996985,0.661366414690997,0.6029591744712302,25.46832512996986
26,B1,3,Phi-3-mini,int4,1,4k,N/A,102.01896687959665,63.61896687959664,0.6137705091792749,0.5346409594229569,25.018966879596647
27,B1,3,Llama-3.2-1B,int4,1,4k,N/A,112.06262911197099,73.66262911197099,0.4127095633720476,0.6303881538111956,35.06262911197099
28,B1,3,Phi-3-mini,int4,10,4k,N/A,132.78120014285412,72.78120014285412,0.45394571349665225,0.5725495792643019,46.78120014285412
29,B1,3,Llama-3.2-3B,int4,10,8k,N/A,125.63994939209833,65.63994939209833,0.41571459284336715,0.9183639435541578,39.63994939209833
30,B1,3,Llama-3.2-3B,int4,1,8k,N/A,113.01766448946012,74.61766448946011,0.7182052056318902,0.8636541708039875,36.01766448946012
31,B1,3,Llama-3.2-3B,int8,1,8k,N/A,109.80818012523817,51.408180125238175,0.5571779905381633,0.7850316904296906,32.808180125238174
32,B1,3,Llama-3.2-1B,int4,1,8k,N/A,104.77440122697438,66.37440122697437,0.6542853455823514,0.892157265584473,27.77440122697438
33,B1,3,Phi-3-mini,int8,1,8k,N/A,109.80697802754207,51.406978027542074,0.8537832369630465,0.8616524346046015,32.80697802754207
34,B1,3,Llama-3.2-1B,int8,1,8k,N/A,115.69018283232984,57.29018283232985,0.5246461145744374,0.5839565264987161,38.690182832329846
35,B1,3,Llama-3.2-1B,int4,10,4k,N/A,125.82086980445024,65.82086980445024,0.6051914615178149,0.90165154932049,39.82086980445024
36,B1,3,Llama-3.2-3B,int8,1,4k,N/A,115.82321827907003,57.423218279070035,0.7777755692715244,0.7427040088620428,38.82321827907003
37,B2,1,Llama-3.2-3B,int4,1,4k,N/A,100.48973453061323,66.08973453061323,0.420387570777382,0.7728930768468154,27.489734530613237
38,B2,1,Llama-3.2-3B,int4,1,8k,N/A,102.36168926701116,67.96168926701115,0.6954464715941209,0.5041386732274833,29.361689267011158
39,B2,1,Llama-3.2-3B,int4,10,4k,N/A,120.0394592343392,64.0394592343392,0.7387821809211412,0.5456621942897144,38.03945923433921
40,B2,1,Llama-3.2-3B,int4,10,8k,N/A,114.68242525933941,58.68242525933941,0.4082939144639281,0.7985757960986251,32.68242525933941
41,B2,1,Llama-3.2-3B,int4,50,4k,N/A,203.48060138532287,51.48060138532288,0.6560465291496405,0.5022777127307984,81.48060138532288
42,B2,1,Llama-3.2-3B,int4,50,8k,N/A,203.30527636089946,51.30527636089945,0.513247887598969,0.5723636231378744,81.30527636089944
43,B2,1,Llama-3.2-3B,int8,1,4k,N/A,104.02556728321231,49.625567283212305,0.7225863952047249,0.7469302052149638,31.025567283212304
44,B2,1,Llama-3.2-3B,int8,1,8k,N/A,102.82706433312427,48.427064333124264,0.48718321450249574,0.811352838961712,29.827064333124266
45,B2,1,Llama-3.2-3B,int8,10,4k,N/A,114.92314628974793,38.923146289747926,0.745468869051233,0.7933825667761703,32.923146289747926
46,B2,1,Llama-3.2-3B,int8,10,8k,N/A,119.89677338617321,43.89677338617321,0.5933676731502687,0.6009211892572519,37.89677338617321
47,B2,1,Llama-3.2-3B,int8,50,4k,N/A,200.28642741736616,28.286427417366152,0.8683649943683673,0.8204806496063911,78.28642741736616
48,B2,1,Llama-3.2-3B,int8,50,8k,N/A,197.98861365389192,25.988613653891903,0.46876047207299665,0.60676208937356,75.9886136538919
49,B2,1,Mistral-7B,int4,1,4k,N/A,103.19357144166996,68.79357144166995,0.5705331755251293,0.6464298641716705,30.193571441669953
50,B2,1,Mistral-7B,int4,1,8k,N/A,106.02025428407269,71.62025428407269,0.45673676062029456,0.8359211323031108,33.02025428407269
51,B2,1,Mistral-7B,int4,10,4k,N/A,131.43092950605265,75.43092950605265,0.8623468091392814,0.7923348045712466,49.43092950605265
52,B2,1,Mistral-7B,int4,10,8k,N/A,122.8728890641592,66.8728890641592,0.8386696766904905,0.88215053472238,40.872889064159196
53,B2,1,Mistral-7B,int4,50,4k,N/A,203.28775195361382,51.28775195361382,0.5289708138575778,0.7959258015351545,81.28775195361382
54,B2,1,Mistral-7B,int4,50,8k,N/A,201.62777042116917,49.62777042116917,0.7299920230170895,0.7557388715009622,79.62777042116916
55,B2,1,Mistral-7B,int8,1,4k,N/A,94.4061439235048,40.006143923504794,0.808611100100608,0.5421536455226416,21.406143923504793
56,B2,1,Mistral-7B,int8,1,8k,N/A,103.86743062275391,49.467430622753916,0.6776004057997311,0.665472111376745,30.867430622753915
57,B2,1,Mistral-7B,int8,10,4k,N/A,122.30115104970513,46.30115104970513,0.6648252891780033,0.6193410654567765,40.30115104970513
58,B2,1,Mistral-7B,int8,10,8k,N/A,134.31621056242642,58.316210562426434,0.5209261454502259,0.6097953395205876,52.316210562426434
59,B2,1,Mistral-7B,int8,50,4k,N/A,201.03819517609438,29.038195176094387,0.44655138390294963,0.9378547496386005,79.03819517609439
60,B2,1,Mistral-7B,int8,50,8k,N/A,203.50773671166806,31.507736711668063,0.8486078789766633,0.6768939761000422,81.50773671166806
61,B2,1,Llama-3.1-8B,int4,1,4k,N/A,103.82644115147379,69.42644115147378,0.8502090285816652,0.901420949829701,30.826441151473784
62,B2,1,Llama-3.1-8B,int4,1,8k,N/A,98.15660981190234,63.75660981190234,0.7165507286366339,0.7840123816987683,25.15660981190234
63,B2,1,Llama-3.1-8B,int4,10,4k,N/A,127.7141140725751,71.7141140725751,0.5695148955243503,0.8576650865937417,45.7141140725751
64,B2,1,Llama-3.1-8B,int4,10,8k,N/A,125.75966516343387,69.75966516343387,0.5746047873063305,0.7261866918973364,43.75966516343387
65,B2,1,Llama-3.1-8B,int4,50,4k,N/A,205.95515973521523,53.95515973521523,0.7629778394351197,0.7596067480818616,83.95515973521523
66,B2,1,Llama-3.1-8B,int4,50,8k,N/A,197.4530627260263,45.4530627260263,0.8485551299762886,0.7216329622184887,75.4530627260263
67,B2,1,Llama-3.1-8B,int8,1,4k,N/A,111.0139715546805,56.6139715546805,0.8435432121325587,0.58785934450912,38.013971554680495
68,B2,1,Llama-3.1-8B,int8,1,8k,N/A,96.9907446860386,42.5907446860386,0.789937772928812,0.8251034518676774,23.990744686038596
69,B2,1,Llama-3.1-8B,int8,10,4k,N/A,124.93428546900135,48.93428546900135,0.721015823077144,0.6263475630983851,42.93428546900135
70,B2,1,Llama-3.1-8B,int8,10,8k,N/A,132.9522781290499,56.952278129049894,0.44206998249752444,0.5109421848941542,50.952278129049894
71,B2,1,Llama-3.1-8B,int8,50,4k,N/A,197.04731837434656,25.04731837434656,0.4808143570473069,0.7904625331582256,75.04731837434656
72,B2,1,Llama-3.1-8B,int8,50,8k,N/A,199.16851135198613,27.16851135198614,0.8492770942635397,0.579699805733172,77.16851135198614
73,B2,2,Llama-3.2-3B,int4,1,4k,N/A,104.88268607337075,68.48268607337074,0.6327990090662301,0.797088819522979,29.882686073370746
74,B2,2,Llama-3.2-3B,int4,1,8k,N/A,109.57000247046047,73.17000247046046,0.6713223173537883,0.6259702536256743,34.57000247046046
75,B2,2,Llama-3.2-3B,int4,10,4k,N/A,126.36618812286773,68.36618812286773,0.5432706260641422,0.9296893762984373,42.366188122867726
76,B2,2,Llama-3.2-3B,int4,10,8k,N/A,123.63585543671563,65.63585543671563,0.6954166302845054,0.8320536125130957,39.63585543671564
77,B2,2,Llama-3.2-3B,int4,50,4k,N/A,199.76603140965798,45.76603140965798,0.41525012496952474,0.7494593236301303,75.76603140965797
78,B2,2,Llama-3.2-3B,int4,50,8k,N/A,196.42576387657067,42.42576387657068,0.41867409437460723,0.7752743358054585,72.42576387657067
79,B2,2,Llama-3.2-3B,int8,1,4k,N/A,103.76742523966489,47.3674252396649,0.8113002803298291,0.6888200280925054,28.767425239664895
80,B2,2,Llama-3.2-3B,int8,1,8k,N/A,110.28199397161737,53.88199397161736,0.5800953207056314,0.6114789452755208,35.28199397161736
81,B2,2,Llama-3.2-3B,int8,10,4k,N/A,125.07046872065102,47.07046872065102,0.4635302563259424,0.6601877053930677,41.07046872065102
82,B2,2,Llama-3.2-3B,int8,10,8k,N/A,117.77130610644006,39.77130610644006,0.6611216300274022,0.8410307497089661,33.77130610644006
83,B2,2,Llama-3.2-3B,int8,50,4k,N/A,204.8659046292559,30.86590462925591,0.7849967765493054,0.5064770698833901,80.86590462925591
84,B2,2,Llama-3.2-3B,int8,50,8k,N/A,205.9265868986442,31.926586898644185,0.5079105137484217,0.5522326882281123,81.92658689864419
85,B2,2,Mistral-7B,int4,1,4k,N/A,101.58071281899433,65.18071281899432,0.7114452379095002,0.5207011889097888,26.580712818994336
86,B2,2,Mistral-7B,int4,1,8k,N/A,106.76862552972764,70.36862552972764,0.442673732496884,0.5183279610435365,31.76862552972764
87,B2,2,Mistral-7B,int4,10,4k,N/A,124.29104359223,66.29104359223,0.42584086058430387,0.8849572628049532,40.29104359223
88,B2,2,Mistral-7B,int4,10,8k,N/A,118.28514851084688,60.28514851084688,0.6656773157840741,0.8166460367210107,34.28514851084688
89,B2,2,Mistral-7B,int4,50,4k,N/A,205.78893680174141,51.788936801741414,0.6703175608050533,0.7133782230892963,81.78893680174141
90,B2,2,Mistral-7B,int4,50,8k,N/A,206.80392263184117,52.803922631841175,0.7187149507491033,0.5440253722929507,82.80392263184117
91,B2,2,Mistral-7B,int8,1,4k,N/A,111.41525621587638,55.015256215876384,0.7630456668613308,0.7212271438025746,36.41525621587638
92,B2,2,Mistral-7B,int8,1,8k,N/A,111.26901026017451,54.86901026017452,0.8879260397312674,0.7130622968512546,36.26901026017451
93,B2,2,Mistral-7B,int8,10,4k,N/A,117.11165316021454,39.111653160214544,0.6581501741505977,0.5779408414595069,33.111653160214544
94,B2,2,Mistral-7B,int8,10,8k,N/A,119.31087480042439,41.310874800424386,0.561478236470623,0.6952332421570878,35.310874800424386
95,B2,2,Mistral-7B,int8,50,4k,N/A,206.57517633604328,32.5751763360433,0.7975930973843519,0.679327130478818,82.5751763360433
96,B2,2,Mistral-7B,int8,50,8k,N/A,206.56892975456105,32.56892975456105,0.5354161256310371,0.7771325441234973,82.56892975456104
97,B2,2,Llama-3.1-8B,int4,1,4k,N/A,108.57523843153024,72.17523843153023,0.6194857103528181,0.7857921428904397,33.57523843153024
98,B2,2,Llama-3.1-8B,int4,1,8k,N/A,125.26365745327361,88.8636574532736,0.439228190671133,0.52038680439742,50.26365745327361
99,B2,2,Llama-3.1-8B,int4,10,4k,N/A,126.85445255346583,68.85445255346583,0.4126753717077288,0.668575676581912,42.85445255346583
100,B2,2,Llama-3.1-8B,int4,10,8k,N/A,129.67782820090298,71.677828200903,0.8813242073389626,0.7816369620714063,45.677828200902994
101,B2,2,Llama-3.1-8B,int4,50,4k,N/A,208.77000881746602,54.770008817466014,0.817990060256103,0.7264113163610395,84.770008817466
102,B2,2,Llama-3.1-8B,int4,50,8k,N/A,207.25695625652898,53.25695625652899,0.747987103046849,0.885420428534745,83.256956256529
103,B2,2,Llama-3.1-8B,int8,1,4k,N/A,104.42365377679828,48.02365377679828,0.604476472207135,0.7964121342285253,29.42365377679827
104,B2,2,Llama-3.1-8B,int8,1,8k,N/A,109.79484610246634,53.39484610246634,0.4866471600354229,0.5733204921866434,34.79484610246634
105,B2,2,Llama-3.1-8B,int8,10,4k,N/A,120.13587392731215,42.13587392731214,0.47821852133554305,0.5317559363301935,36.13587392731214
106,B2,2,Llama-3.1-8B,int8,10,8k,N/A,122.81590696629996,44.815906966299956,0.5251214490822977,0.789088675192842,38.815906966299956
107,B2,2,Llama-3.1-8B,int8,50,4k,N/A,201.57318226085448,27.573182260854484,0.6746133323530603,0.5119300897437298,77.57318226085448
108,B2,2,Llama-3.1-8B,int8,50,8k,N/A,204.4093706969316,30.409370696931614,0.7572979613500312,0.7635990115730584,80.40937069693162
109,B2,3,Llama-3.2-3B,int4,1,4k,N/A,108.56758672625624,70.16758672625623,0.5600248005153059,0.5381769713383363,31.56758672625624
110,B2,3,Llama-3.2-3B,int4,1,8k,N/A,111.31065337260523,72.91065337260522,0.8477616142481003,0.9439878103255289,34.31065337260523
111,B2,3,Llama-3.2-3B,int4,10,4k,N/A,133.93008408072677,73.93008408072676,0.5946008393670816,0.6684218580902541,47.93008408072676
112,B2,3,Llama-3.2-3B,int4,10,8k,N/A,119.81092250586576,59.810922505865754,0.4054188257401492,0.6667889661801009,33.810922505865754
113,B2,3,Llama-3.2-3B,int4,50,4k,N/A,216.66516687328132,60.665166873281336,0.8526909882096319,0.8657598052658761,90.66516687328134
114,B2,3,Llama-3.2-3B,int4,50,8k,N/A,196.2395610023875,40.23956100238749,0.4456433383930668,0.9262618598227363,70.23956100238749
115,B2,3,Llama-3.2-3B,int8,1,4k,N/A,107.24107452482208,48.84107452482208,0.5596568187952075,0.9437004787202918,30.241074524822082
116,B2,3,Llama-3.2-3B,int8,1,8k,N/A,110.94158603242288,52.541586032422885,0.8750309835254024,0.8390201833665236,33.94158603242288
117,B2,3,Llama-3.2-3B,int8,10,4k,N/A,127.40495933867517,47.40495933867516,0.8753035734687781,0.669316813488912,41.40495933867516
118,B2,3,Llama-3.2-3B,int8,10,8k,N/A,122.88650240089703,42.88650240089703,0.686718944061643,0.537575322514401,36.88650240089703
119,B2,3,Llama-3.2-3B,int8,50,4k,N/A,204.95938874821363,28.959388748213623,0.7159186060848997,0.8497161121673464,78.95938874821363
120,B2,3,Llama-3.2-3B,int8,50,8k,N/A,203.53499532670583,27.534995326705836,0.62422276098916,0.7512819123811123,77.53499532670584
121,B2,3,Mistral-7B,int4,1,4k,N/A,105.05317621527894,66.65317621527893,0.5466053858490323,0.6908999041611393,28.053176215278942
122,B2,3,Mistral-7B,int4,1,8k,N/A,112.24801048510513,73.84801048510512,0.564332272684958,0.9078594732926312,35.24801048510513
123,B2,3,Mistral-7B,int4,10,4k,N/A,127.78507742982524,67.78507742982524,0.7362592280385192,0.550038867037768,41.785077429825236
124,B2,3,Mistral-7B,int4,10,8k,N/A,122.53545202369673,62.53545202369673,0.77618726471884,0.7216812969308866,36.53545202369673
125,B2,3,Mistral-7B,int4,50,4k,N/A,210.49799937716625,54.49799937716625,0.7957895218629243,0.5051091401453386,84.49799937716625
126,B2,3,Mistral-7B,int4,50,8k,N/A,207.53649760438304,51.536497604383044,0.794809071397277,0.7108972888973568,81.53649760438304
127,B2,3,Mistral-7B,int8,1,4k,N/A,112.06431059419481,53.6643105941948,0.4456030515243452,0.5253364740568268,35.0643105941948
128,B2,3,Mistral-7B,int8,1,8k,N/A,111.14814420961807,52.74814420961806,0.6472101523512908,0.5534680623206324,34.14814420961806
129,B2,3,Mistral-7B,int8,10,4k,N/A,121.85502494538964,41.85502494538964,0.42877938000832216,0.5528868110496972,35.85502494538964
130,B2,3,Mistral-7B,int8,10,8k,N/A,123.19909479901516,43.19909479901515,0.6747644411618678,0.7921446359522286,37.19909479901515
131,B2,3,Mistral-7B,int8,50,4k,N/A,209.73646802561632,33.73646802561631,0.6207652506866885,0.8357201956694404,83.7364680256163
132,B2,3,Mistral-7B,int8,50,8k,N/A,209.05185132716733,33.05185132716733,0.8438520913791498,0.7625159442937218,83.05185132716733
133,B2,3,Llama-3.1-8B,int4,1,4k,N/A,107.89549203017926,69.49549203017925,0.5754575062760394,0.9329776468135438,30.89549203017926
134,B2,3,Llama-3.1-8B,int4,1,8k,N/A,108.58663691654391,70.1866369165439,0.45853350821380295,0.6686917607856668,31.58663691654391
135,B2,3,Llama-3.1-8B,int4,10,4k,N/A,132.38832447894214,72.38832447894212,0.47149584102641795,0.6285704388268374,46.388324478942124
136,B2,3,Llama-3.1-8B,int4,10,8k,N/A,123.04214305582084,63.04214305582085,0.7807553158587361,0.8908696076852571,37.04214305582085
137,B2,3,Llama-3.1-8B,int4,50,4k,N/A,208.7354869058502,52.73548690585019,0.7091090316581306,0.6006181273337536,82.7354869058502
138,B2,3,Llama-3.1-8B,int4,50,8k,N/A,204.98903673783053,48.98903673783053,0.45056133806139514,0.9334501427482751,78.98903673783053
139,B2,3,Llama-3.1-8B,int8,1,4k,N/A,106.9115939838639,48.511593983863904,0.44205340305749874,0.5054695136104174,29.9115939838639
140,B2,3,Llama-3.1-8B,int8,1,8k,N/A,113.49388425993595,55.093884259935955,0.75048456572956,0.9364454720184375,36.49388425993595
141,B2,3,Llama-3.1-8B,int8,10,4k,N/A,130.12708174494014,50.12708174494015,0.4363815031820968,0.5194219603777592,44.12708174494015
142,B2,3,Llama-3.1-8B,int8,10,8k,N/A,130.0675481800032,50.06754818000319,0.8109300296451781,0.9010144011641319,44.06754818000319
143,B2,3,Llama-3.1-8B,int8,50,4k,N/A,212.52739403577164,36.52739403577164,0.7531211135782481,0.737465499088835,86.52739403577165
144,B2,3,Llama-3.1-8B,int8,50,8k,N/A,206.10501920816378,30.105019208163796,0.4406743903209499,0.9468341582536851,80.1050192081638
145,B3,1,DeepSeek-13B,fp16,50,8k,CPU,202.48838049274417,30.48838049274416,0.8871974038330832,0.6694085150951223,80.48838049274416
146,B3,1,DeepSeek-13B,int4,1,4k,GPU,100.13495108072267,65.73495108072267,0.8931053722398015,0.8647489988518248,27.13495108072267
147,B3,1,DeepSeek-13B,int8,1,32k,GPU,104.12255087129472,49.722550871294715,0.7490808570098726,0.944274258191725,31.122550871294713
148,B3,1,Llama-3.1-13B,int4,1,4k,GPU,106.48999145622724,72.08999145622724,0.6680481831720602,0.5676876009965877,33.48999145622725
149,B3,1,Llama-3.1-13B,fp16,1,32k,CPU,111.2557180389752,56.85571803897521,0.5547638081431638,0.7673588219084608,38.25571803897521
150,B3,1,Mistral-7B,int8,10,32k,GPU,126.79635413042604,50.79635413042603,0.8068975098534743,0.6714008854839597,44.79635413042603
151,B3,1,Llama-3.1-13B,fp16,10,32k,GPU,132.7659122875578,56.76591228755778,0.7423655862769396,0.9364614790165714,50.76591228755778
152,B3,1,Mistral-7B,fp16,50,8k,GPU,198.16326218555974,26.163262185559752,0.48130846967244567,0.8789535154110688,76.16326218555976
153,B3,1,Llama-3.1-13B,fp16,10,32k,CPU,126.36160318360339,50.36160318360339,0.8554635922469213,0.877247917120012,44.36160318360339
154,B3,1,DeepSeek-13B,fp16,1,4k,CPU,104.91671002869175,50.51671002869176,0.8112686214615845,0.7109119219077367,31.91671002869176
155,B3,1,Mistral-7B,int8,1,4k,GPU,114.94901466608836,60.54901466608836,0.8748999566459621,0.6866687760519493,41.94901466608836
156,B3,1,Llama-3.1-13B,int8,50,4k,CPU,197.95850857322424,25.958508573224243,0.76285975419418,0.6230331823688178,75.95850857322424
157,B3,1,Mistral-7B,int4,50,8k,GPU,197.80139078909613,45.80139078909612,0.706707597967895,0.5253689734929172,75.80139078909612
158,B3,1,Llama-3.1-13B,int4,50,4k,CPU,199.0030367727799,47.003036772779886,0.6091215181453095,0.8891250693147739,77.0030367727799
159,B3,1,Mistral-7B,int8,10,4k,CPU,111.38052137845096,35.380521378450965,0.8663642416770067,0.8658054541085349,29.380521378450965
160,B3,1,Mistral-7B,int8,50,4k,CPU,199.3712248915962,27.371224891596196,0.8330319447502041,0.9498729529787587,77.3712248915962
161,B3,1,DeepSeek-13B,int8,50,32k,GPU,198.20433669223152,26.20433669223151,0.4226093350530947,0.9484865766832573,76.20433669223151
162,B3,1,Llama-3.1-13B,fp16,50,8k,CPU,202.75196893238103,30.75196893238104,0.413183487248626,0.7499442675211823,80.75196893238103
163,B3,2,DeepSeek-13B,fp16,50,8k,CPU,201.74967264260377,27.74967264260378,0.8383268013291725,0.6784442520445716,77.74967264260378
164,B3,2,DeepSeek-13B,int4,1,4k,GPU,109.11424966173749,72.71424966173748,0.6017414331061985,0.779939015102543,34.114249661737496
165,B3,2,DeepSeek-13B,int8,1,32k,GPU,100.66189785308703,44.26189785308703,0.4670076142253204,0.8880636689360353,25.661897853087027
166,B3,2,Llama-3.1-13B,int4,1,4k,GPU,105.28810257489353,68.88810257489352,0.4143913381566695,0.9272842806459389,30.288102574893532
167,B3,2,Llama-3.1-13B,fp16,1,32k,CPU,106.60147815855949,50.201478158559496,0.7775686278368095,0.566183066418067,31.601478158559495
168,B3,2,Mistral-7B,int8,10,32k,GPU,126.57219417029374,48.57219417029374,0.7101547756767324,0.9169644313226724,42.57219417029374
169,B3,2,Llama-3.1-13B,fp16,10,32k,GPU,127.55807439044445,49.558074390444446,0.7520398840496119,0.7214523318857922,43.558074390444446
170,B3,2,Mistral-7B,fp16,50,8k,GPU,198.37678954081065,24.376789540810655,0.5064820807544554,0.6162099747345312,74.37678954081065
171,B3,2,Llama-3.1-13B,fp16,10,32k,CPU,116.32942914632189,38.329429146321885,0.4681857377933849,0.7066110903072176,32.329429146321885
172,B3,2,DeepSeek-13B,fp16,1,4k,CPU,112.38838410949255,55.98838410949254,0.407272332833941,0.9410146588784647,37.38838410949255
173,B3,2,Mistral-7B,int8,1,4k,GPU,107.66157005989795,51.26157005989796,0.5752937794032985,0.7216781422967913,32.66157005989796
174,B3,2,Llama-3.1-13B,int8,50,4k,CPU,200.25756731721722,26.25756731721723,0.6949588434273166,0.6479382246293787,76.25756731721724
175,B3,2,Mistral-7B,int4,50,8k,GPU,211.7557598776126,57.75575987761262,0.5961220225498662,0.7850303844425266,87.75575987761262
176,B3,2,Llama-3.1-13B,int4,50,4k,CPU,204.5783731714643,50.57837317146429,0.6187374610118646,0.6080655284501869,80.57837317146429
177,B3,2,Mistral-7B,int8,10,4k,CPU,129.89648592031915,51.89648592031913,0.8520793472468742,0.5341384976488988,45.89648592031913
178,B3,2,Mistral-7B,int8,50,4k,CPU,204.33759240705055,30.337592407050543,0.5741277335116501,0.5579958748597922,80.33759240705055
179,B3,2,DeepSeek-13B,int8,50,32k,GPU,214.30373962440993,40.303739624409936,0.6569947445799054,0.5576206275309976,90.30373962440993
180,B3,2,Llama-3.1-13B,fp16,50,8k,CPU,212.77670421221603,38.77670421221602,0.7918265063705716,0.5683562120805324,88.77670421221602
